time,command,measured,model,cross1,cross2,yaw
2.532,0.3,0.28951674699783325,0.012942874077725718,9.250963639410937e-17,0.00241126399487257,1.9639357308365894e-18
2.533,0.3,0.28952842950820923,0.012942874077725718,9.27207196515431e-17,0.0024110903032124043,2.103155469819686e-18
2.5340000000000003,0.3,0.28954002261161804,0.012942874077725718,9.29406504328087e-17,0.0024109166115522385,2.242352309995158e-18
2.535,0.3,0.2895515561103821,0.012942874077725718,9.316482961370037e-17,0.0024107431527227163,2.3656833744410003e-18
2.536,0.3,0.28956300020217896,0.012942874077725718,9.3394527743639e-17,0.0024105694610625505,2.477586125815952e-18
2.537,0.3,0.28957435488700867,0.012942874077725718,9.361584818833369e-17,0.0024103960022330284,2.5780615246586915e-18
2.5380000000000003,0.3,0.2895856499671936,0.012942874077725718,9.381870596175619e-17,0.00241022277623415,2.6799974975170873e-18
2.539,0.3,0.2895968556404114,0.012942874077725718,9.399218889726571e-17,0.002410049317404628,2.761639403231552e-18
2.54,0.3,0.2896080017089844,0.012942874077725718,9.41510936016596e-17,0.0024098760914057493,2.825946855251008e-18
2.541,0.3,0.2896190583705902,0.012942874077725718,9.429213782226724e-17,0.002409702632576227,2.8456697485613934e-18
2.5420000000000003,0.3,0.2896300256252289,0.012942874077725718,9.441569875344796e-17,0.0024095294065773487,2.853977977519461e-18
2.543,0.3,0.2896409332752228,0.012942874077725718,9.45020961140679e-17,0.002409356413409114,2.8305981067442304e-18
2.544,0.3,0.2896517515182495,0.012942874077725718,9.453673843812162e-17,0.0024091831874102354,2.7250527447626587e-18
2.545,0.3,0.28966251015663147,0.012942874077725718,9.454901379841191e-17,0.0024090101942420006,2.6066351709384748e-18
2.5460000000000003,0.3,0.28967317938804626,0.012942874077725718,9.451837502852294e-17,0.0024088372010737658,2.4362776501287218e-18
2.547,0.3,0.2896837592124939,0.012942874077725718,9.446879713132897e-17,0.002408664207905531,2.2486286332767072e-18
2.548,0.3,0.28969427943229675,0.012942874077725718,9.439988967758085e-17,0.0024084914475679398,2.0263720537668384e-18
2.549,0.3,0.28970471024513245,0.012942874077725718,9.432550297945518e-17,0.002408318454399705,1.7853571970967858e-18
2.5500000000000003,0.3,0.28971508145332336,0.012942874077725718,9.424569659395606e-17,0.0024081456940621138,1.4939020515724336e-18
2.551,0.3,0.2897253632545471,0.012942874077725718,9.418431317505973e-17,0.0024079729337245226,1.2024961272097802e-18
2.552,0.3,0.2897355854511261,0.012942874077725718,9.414590552485767e-17,0.0024078001733869314,9.269823015022134e-19
2.553,0.3,0.2897457182407379,0.012942874077725718,9.412585466680938e-17,0.0024076274130493402,6.515150392768588e-19
2.5540000000000003,0.3,0.28975576162338257,0.012942874077725718,9.412412089624547e-17,0.0024074548855423927,3.7609433285590667e-19
2.555,0.3,0.28976574540138245,0.012942874077725718,9.414525701525743e-17,0.002407282358035445,1.1656306067022543e-19
2.556,0.3,0.28977566957473755,0.012942874077725718,9.418463742985985e-17,0.0024071098305284977,-1.4292431326353587e-19
2.557,0.3,0.2897854745388031,0.012942874077725718,9.423762992862245e-17,0.00240693730302155,-4.1821068324502665e-19
2.5580000000000003,0.3,0.28979524970054626,0.012942874077725718,9.43179789446034e-17,0.0024067647755146027,-6.617647535682707e-19
2.559,0.3,0.28980493545532227,0.012942874077725718,9.444026270891834e-17,0.002406592248007655,-8.231138640452596e-19
